Cargo,Empresa,Local,Link
Pessoa Desenvolvedora Fullstack (Python / Angular / React) Pleno,Tradex,,https://br.indeed.com/rc/clk?jk=9738b24814c815d2&bb=NQ7kRZEHMbajRa0mwVOZX2s1t2-FNVH4aFZghtGs3YVR_BcE5sPmH_6dn6l9WN7SvlCRJ5soB2LbHVeSKkzhZzrfwQ_bU5nU2oJrnn6vuBQ%3D&xkcb=SoAf67M3DIst202xJh0BbzkdCdPP&fccid=c1abd04e294e7d13&vjs=3
Analista de Dados de Cartões,Lojas Quero-Quero | Sede Administrativa,"Cachoeirinha, RS",https://br.indeed.com/rc/clk?jk=86d173c320757577&bb=NQ7kRZEHMbajRa0mwVOZX5ssEvWi5WkEi_5UL8ePXvarFD53GTGo1HZsPGUIn-E7bDAhFV-XqUhxYjUTZAwcUEvPqn8TMRWU5B_QRk5AASY%3D&xkcb=SoAl67M3DIst202xJh0HbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
DESENVOLVEDOR PYTHON – PLENO,Tria Software,"São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=81260eb532067df4&bb=NQ7kRZEHMbajRa0mwVOZX-yebDLhfbk8sRGTvd7blJJhAwn5CqBPqwvptlJQ4R6AegRAjpN87mdKF_dSjIO_YD3_L2dTwIRBsiZUnceBeiw%3D&xkcb=SoAM67M3DIst202xJh0FbzkdCdPP&fccid=3a21a11aa04a6493&vjs=3
"Software Engineer, Collaboration",Tecton,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=49c38bdbd9af6b40&bb=NQ7kRZEHMbajRa0mwVOZX3nt1ksK_bCCWZ4iRd9UsXE6KJVsg9asjG1rB4y8euR4N18ABxSXIuzbGssXNp8qWzflYOiZJlAcLQ1RR_5Tgwg%3D&xkcb=SoC467M3DIst202xJh0EbzkdCdPP&fccid=8c49d390640357bc&vjs=3
Python Database Tooling Software Engineer,EDB,"Home office in Brasília, DF",https://br.indeed.com/rc/clk?jk=731d9afacdc16ace&bb=NQ7kRZEHMbajRa0mwVOZX2aKJUz3aS-12nLoIFWQf6vFM-Yjzcj7kF6kHqHgceLLq1X7rqRTQAFaWMU8w232MDAUBg9m0a_R2_I9Z55B290%3D&xkcb=SoC267M3DIst202xJh0ZbzkdCdPP&fccid=29944148d86fe659&vjs=3
Engenheiro de Software Backend,DOMVS iT,,https://br.indeed.com/rc/clk?jk=54aa3c7489f1ec97&bb=NQ7kRZEHMbajRa0mwVOZX4e-HhU-AdngMoSmgL-feeHkdg02COH1WjxHKJWhGfpXBRl16o5qE2Z0OklMMQ-7spI0SxEBnAmv5t9rNmO_JGQ%3D&xkcb=SoAC67M3DIst202xJh0YbzkdCdPP&fccid=acfd713f23ebf1db&vjs=3
Consultor de Geoprocessamento Pleno,NMC Integrativa,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=79d675e4caca98a8&bb=YiHeRO0qq7jAD9iRuVMmCygKkdrPro-ag-Cnwcn0JI8f6Bmhti1FHvbcsXA-7Ldwz1g7TYT7Ayc8N9EkH14r1YGAxuuLrWrTRv3UZyrb0aE%3D&xkcb=SoAQ67M3DIssFAWalJ0EbzkdCdPP&fccid=157961f5e97f57de&vjs=3
Desenvolvedor Python - Vaga,Divulga Vagas - Consultoria,"Blumenau, SC",https://br.indeed.com/rc/clk?jk=bde6075367fcc55d&bb=YiHeRO0qq7jAD9iRuVMmCxxAOt3hQj_Ce645CVmjQepUM4uCNYgf_6O54K1LTvBIG5G0nIdkvKweLZXh1WTgLVqdiLIUcTwSFHakRmwpAms%3D&xkcb=SoA367M3DIssFAWalJ0bbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Junior Embedded Software Engineer,Trimble,,https://br.indeed.com/rc/clk?jk=8ff0ab25c583e5f3&bb=YiHeRO0qq7jAD9iRuVMmCz65yElczV9GCh9ZW6Nm-C8cA-aJDrVYggJJPAMZWmS9Zq9F7WdOXJEaauOBpaIpQOdB-OF744-cBcVFcnKOFMc%3D&xkcb=SoCD67M3DIssFAWalJ0abzkdCdPP&fccid=41ffc18dec1f58bf&vjs=3
Analista de Conciliação Pleno (Adquirentes),Asaas,,https://br.indeed.com/rc/clk?jk=b43578ad79d4bb25&bb=YiHeRO0qq7jAD9iRuVMmC0bLQiY77Yy4STu37ZolJwiGXXxHzSEq_4iZ-Lw2NGybEM-6TD9zhodNi5K_8G3bWe-L0c0dRK7iAWf0Q-WRcPg%3D&xkcb=SoAe67M3DIssFAWalJ0ZbzkdCdPP&fccid=2cb68576e9f355b8&vjs=3
Engenheiro de Software Sênior [Full Stack],Jornada Quest,,https://br.indeed.com/rc/clk?jk=ace31519aa87f84d&bb=YiHeRO0qq7jAD9iRuVMmC-LOnJMK6SIX7tjdGFK2fqkPCXor2D_-yHlDKXfkKtHhp1VNfScnmGRi1iPrjoUMCMYuGriOWkb84SE7AkROSHU%3D&xkcb=SoCq67M3DIssFAWalJ0YbzkdCdPP&fccid=98c8d8371eb1d38d&vjs=3
Pessoa engenheira de software sr - python,Netvagas,,https://br.indeed.com/rc/clk?jk=4ff2afbf768897ba&bb=YiHeRO0qq7jAD9iRuVMmCzx6Z2bV_yPrAyqxXfpIF2za3KLY-eLCKmxEUrokecrMdW3iukHUs5NHgDNHIDucXWmNkEc4om4Sag3ZFkMgDmw%3D&xkcb=SoAk67M3DIssFAWalJ0fbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário Desenvolvimento de Sistemas e Dados - Programa Bora Crescer Juntos,Sicredi,"Bagé, RS",https://br.indeed.com/rc/clk?jk=ee505dbf8e70bc2e&bb=YiHeRO0qq7jAD9iRuVMmCyfAGPv_oBvgf6sOP-Qs_EV1f0lzr7c3Gcdpn-D3zcVg7Rl1h5-N9PHcKlIgQSzQH5mNkxDUHmdeGKCAFOkKE4M%3D&xkcb=SoCQ67M3DIssFAWalJ0ebzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Associate Data Scientist (AdTech Platform),Sigma Software,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=982b3ea175ec3944&bb=YiHeRO0qq7jAD9iRuVMmC6sffo8NOHBSIsM4Qm0PBCuDzwrAhC7Sw0xmDCZhA3GayD8MFeS7clVteRIhD91iRFPsU1H6_EbHT-soWo_hnRA%3D&xkcb=SoAN67M3DIssFAWalJ0dbzkdCdPP&fccid=7ecdf3739745bed2&vjs=3
Analista de Budget,YT Recursos Humanos,"Pouso Alegre, MG",https://br.indeed.com/rc/clk?jk=f7dec005454005f7&bb=YiHeRO0qq7jAD9iRuVMmCxxAOt3hQj_CpCM2_y1NHYohx-48NU_T0jxRJt-LGcCBSVrjKnmTOCzDcmL-A19yT8gWjewdC0vrOpIMY1WDbYQ%3D&xkcb=SoC567M3DIssFAWalJ0cbzkdCdPP&fccid=e0f7b59f7784a618&cmp=YT-RECURSOS-HUMANOS&ti=Analista&vjs=3
Desenvolvedor(a) de Software - Inteligência Artificial,Nelogica,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=2058b2fb0c41de64&bb=YiHeRO0qq7jAD9iRuVMmCwkztdjP6nipJKL64Ri2RwACCkWAWhhcB7IAQNzMS8G_6KYROgg3YqwFePycZdxZUXOLxjQyUuQO9CmgPZ4Rx5k%3D&xkcb=SoBQ67M3DIssFAWalJ0TbzkdCdPP&fccid=77ba1b798934a18f&vjs=3
CIENTISTA DE DADOS - RIO DE JANEIRO,OEmprego,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=add9a2df5d2ba606&bb=YiHeRO0qq7jAD9iRuVMmC6mLWjK5wCxYi4d0ZeM7RerMeEFBPYacz4zR8Ye_dRpnSfz_U9ItLW-Ou7N0zGUIB0LCjNTeOI-7ClfnTJpJpsM%3D&xkcb=SoDk67M3DIssFAWalJ0SbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Analista de Segurança da Informação Jr. - Red Team,Banco PAN,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=0443b66993b5ba2d&bb=YiHeRO0qq7jAD9iRuVMmCwAWoGCm7N1qX7Rhywl2BvhMCaP9G0Y4yNIV2zIvwby9zjI6GebZ5Svv8SA0dqYi5tSWUO-88BlVFQvpIdiJIDs%3D&xkcb=SoB567M3DIssFAWalJ0RbzkdCdPP&fccid=7d14a8179ca0b588&vjs=3
Desenvolvedor de Software Robótico (C++ e Python),Turing.com,,https://br.indeed.com/rc/clk?jk=cce3a670bd32c23c&bb=YiHeRO0qq7jAD9iRuVMmCx6BV_X5MT-_A9VW41FBgextxTSvE_Zsxr3SLBWXjSrC2BfFzwUOitUmi9jswIJVh6_8SNPE04mXabMagLvbnSM%3D&xkcb=SoDN67M3DIssFAWalJ0QbzkdCdPP&fccid=2d71fc355eaef8f5&cmp=turing&ti=Desenvolvedor+De+Software&vjs=3
Desenvolvedor Full Stack Pleno,Giro.Tech - Infraestrutura para Crédito,,https://br.indeed.com/rc/clk?jk=47d6b7bf5bd4a5e1&bb=YiHeRO0qq7jAD9iRuVMmC3PBHLUvJQVL4Jvomhxq6ZckB5R79PwjO2YmwqGUjapskli9oKFCOYhRadTvfOA8pT_jlasl_PxQVrl4woJT8mc%3D&xkcb=SoBD67M3DIssFAWalJ0XbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor de Sistemas,Netvagas,,https://br.indeed.com/rc/clk?jk=8c0489049ff42228&bb=YiHeRO0qq7jAD9iRuVMmC410_7kdBl6rD8_idjg2kJKsgpDAyLayeRet9oYdedHB0RhcWFN9IsQ6iwmhwPNWedvkjJpkB2BIBLXA8W7xClk%3D&xkcb=SoD367M3DIssFAWalJ0WbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor(a) Java,GeekHunter,,https://br.indeed.com/rc/clk?jk=be6b86e70e67edf5&bb=xwmnFVdjGjuoPfHOU3cpwBRYg0NHfZc6YZeqcvzE3G3wJNZpaP8KLLMsgeVAOMw53hyCxfQvXHeHNLW3cWvWAJM9h2jFN1ffR7KTd187c3Y%3D&xkcb=SoBu67M3DIsqiqWalJ0LbzkdCdPP&fccid=9ba8dec3013c0c90&vjs=3
Talent Data Analytics - Trabalho Remoto,BairesDev,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=72d36e72245c3a5c&bb=xwmnFVdjGjuoPfHOU3cpwNt3FduCcsNjhOn3wqgpJiFiumeRFZ9HmlilgM1XQyyhUSxisJEy3j9yXZPparU1q9VR3Cydoc7rLwu1rHlOU9Q%3D&xkcb=SoDa67M3DIsqiqWalJ0KbzkdCdPP&fccid=29707109e86166e5&vjs=3
DevOps Engineer,Gold Media Tech,,https://br.indeed.com/rc/clk?jk=2f9643e5f3f884f5&bb=xwmnFVdjGjuoPfHOU3cpwCP1OZ9RDyRXv-qGm0Wk6KC1FhjA6IXmhj_KqxAaCJYpHIzV6KumdGRB2q8QXGYR6aG3Zf_zsbhtFgzy1-rrTtk%3D&xkcb=SoBH67M3DIsqiqWalJ0JbzkdCdPP&fccid=bd8bdeaf4460f7a8&cmp=Gold-Media-Tech&ti=Development+Operations+Engineer&vjs=3
Desenvolvedor Backend de Jogos,AMBRA,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ece502acc0ee54c8&bb=xwmnFVdjGjuoPfHOU3cpwJWajhxWTm0sNSady7E1qCCi6hJXxHinwBRUUNiKJdMiCtZQng-csSMgdNxOp9f4Woay77jF2cADHGSKw39vfRY%3D&xkcb=SoDz67M3DIsqiqWalJ0IbzkdCdPP&fccid=d68b365fa9a1507a&vjs=3
Machine Learning Engineer,Metal Toad,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=9c938a1c13e5dce9&bb=xwmnFVdjGjuoPfHOU3cpwGdzZplfB5yyUWLy94-mr2WrnspY3VXHSAOznsDzXIn_IRqU4uSUM8LS4wcHUVV2XVXLauACGprSsSFyguhvSIA%3D&xkcb=SoB967M3DIsqiqWalJ0PbzkdCdPP&fccid=433d4760cb006f13&vjs=3
Pessoa Analista de Geoprocessamento Pleno,AGROTOOLS,"Home office in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=0d82ec3b9f6f8876&bb=xwmnFVdjGjuoPfHOU3cpwPa5DNlaflHwP3Z0ooU7-Urbs6WhTdvZVNgdDeHLM1e4CHXTkIsg26pIwePihSvupujAeBSf1I02YiK9IUlRaEU%3D&xkcb=SoDJ67M3DIsqiqWalJ0ObzkdCdPP&fccid=d4f66da0564103e3&vjs=3
Analista de Testes QA,Asuris,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=b5d45523bc0a973e&bb=xwmnFVdjGjuoPfHOU3cpwLpqU6wWDEDi4YtjDbMmAA0BBOxAn8Bz7IRKnenjNZWRn52xUy2BnFabD48TicOpgL7PhseeRZnuE9mWxFc5UnE%3D&xkcb=SoBU67M3DIsqiqWalJ0NbzkdCdPP&fccid=58a49ca0a9781f28&vjs=3
Analista de Dados,CPC Poker Online,"São Caetano do Sul, SP",https://br.indeed.com/rc/clk?jk=17604da917d9be25&bb=xwmnFVdjGjuoPfHOU3cpwJwCMhVCNYKBWzwfMGNIbc22XmDQz5o8l-Y8qD03HUP8-oZX8jQyCZn_Wq3_IxWlmwRLYaIUJ0nnpTlP9m5-3CY%3D&xkcb=SoDg67M3DIsqiqWalJ0MbzkdCdPP&fccid=007fff93713fe40f&cmp=CPC-Poker-Online&ti=Analista+De+Dados&vjs=3
Desenvolvedor Python Pleno - Presencial em Campo Grande/MS,ALFANEO SERVIÇOS E TECNOLOGIA LTDA,"Campo Grande, MS",https://br.indeed.com/rc/clk?jk=5c678d151c07a479&bb=xwmnFVdjGjuoPfHOU3cpwI4LR6hNz0AKjTvnkrCc-QLu3uCu6-M36TUxWaHohODO5mDKNfAsmHn9gl_iwhYCKNaD8udFtoHNFzxwjZsLAxg%3D&xkcb=SoAJ67M3DIsqiqWalJ0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Lead Python Developer - Web Scraping,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=1ba4f8fa63a5e8f9&bb=xwmnFVdjGjuoPfHOU3cpwChMcD8vmBz6ZRDah7iA2DaGmaKqAy5BOiI2TjXpxBv75MH-ay_uX67FpnlmfgJtac-wkVz-IV7J4c72fgIwK-w%3D&xkcb=SoC967M3DIsqiqWalJ0CbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Software Engineer,Bemol Digital,,https://br.indeed.com/rc/clk?jk=ad752d9b9fd62b1d&bb=xwmnFVdjGjuoPfHOU3cpwBQlLnkshsJLTGuZRUEX4_f-5p_9KLhpAb6pquv8B7_hvxq7S0YmOm42LKoTLy584Oxq2BdB97uXuxl8OvmfJi0%3D&xkcb=SoAg67M3DIsqiqWalJ0BbzkdCdPP&fccid=4e50a5299dcb0b8e&vjs=3
Desenvolvedor Python SR,Grupo Hub,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=853d3d64975eb6a2&bb=xwmnFVdjGjuoPfHOU3cpwLpqU6wWDEDiD4i-wH7K5iUxT5P4g_64Y42r7ktaN22TKjlmU_WWXiKG_4OreNQIeOATgEZbmWrMj5sAFJ3KUMI%3D&xkcb=SoCU67M3DIsqiqWalJ0AbzkdCdPP&fccid=7d530e3b38454346&vjs=3
Cientista de Dados,Quorum Recursos Humanos,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=a6ad820b17cc2da1&bb=xwmnFVdjGjuoPfHOU3cpwJwCMhVCNYKBrN0-jmjxpJDGLonEswjMyodQNnvYSAGy1eYuDpolTGz8IDlVSH57itkNx0BG-F5rgW2c-CNy_0A%3D&xkcb=SoAa67M3DIsqiqWalJ0HbzkdCdPP&fccid=bc838af614a12b76&cmp=Quorum-Recursos-Humanos&ti=Cientista+De+Dados&vjs=3
Desenvolvedor Full Stack PHP PLENO,CD2 Retail Tech,,https://br.indeed.com/rc/clk?jk=94b42597b9dfadd2&bb=xwmnFVdjGjuoPfHOU3cpwJwCMhVCNYKBm2pevADo-uW3ogBqVHhvlxU49SVuLvERDyuGN5jLsgKIY-CvzOCD62AHAbK7vZGPO1Yne93d1mo%3D&xkcb=SoCu67M3DIsqiqWalJ0GbzkdCdPP&fccid=cb5e434c08ab79dd&vjs=3
Devops SRE,Familhão,"Home office in Barueri, SP",https://br.indeed.com/rc/clk?jk=d602ebe4e0f1d447&bb=xwmnFVdjGjuoPfHOU3cpwOShZjYWKiZnhCUt02MPyGGgXAKyICAzxEUjNFr8CV7djRbM52deLHLYxOPVcZXqvuJgZ87krTw4MlgrSCPqndw%3D&xkcb=SoAz67M3DIsqiqWalJ0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Conciliação Pleno (Adquirentes),Asaas,,https://br.indeed.com/rc/clk?jk=b43578ad79d4bb25&bb=ShWK6QxDIcstt7tzpVQqnGSnP0o-HEIQrlk5QOS-YIZ-E3y0GWppgNl03WKgPlUxq6uieIlkATreZvDTI1fSDGM7VJH1Q7B-C5xYhjUushE%3D&xkcb=SoD367M3DIspzoWJaZ0JbzkdCdPP&fccid=2cb68576e9f355b8&vjs=3
Engenheiro de Software Sênior [Full Stack],Jornada Quest,,https://br.indeed.com/rc/clk?jk=ace31519aa87f84d&bb=ShWK6QxDIcstt7tzpVQqnByX-xp-h_egrYDNkbN7eE67rblkYZTTbLIHQHwniKx65fFg_5JJGEcBEkFdcCQN0N-4eM_BRsh2iuty6OHon3U%3D&xkcb=SoBD67M3DIspzoWJaZ0IbzkdCdPP&fccid=98c8d8371eb1d38d&vjs=3
Pessoa engenheira de software sr - python,Netvagas,,https://br.indeed.com/rc/clk?jk=4ff2afbf768897ba&bb=ShWK6QxDIcstt7tzpVQqnJccG3iItgpkb3Ut9KfYh6JLflT3mPMo4c9USFkgFOUlkbFngGB2V2uh4XOzCEgdRud-vHKC-FR9RJ__W7H__qQ%3D&xkcb=SoDN67M3DIspzoWJaZ0PbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário Desenvolvimento de Sistemas e Dados - Programa Bora Crescer Juntos,Sicredi,"Bagé, RS",https://br.indeed.com/rc/clk?jk=ee505dbf8e70bc2e&bb=ShWK6QxDIcstt7tzpVQqnCnsJuWa99eGTi5HVpC14XAHCxJXQ7m-44jS_ewjSx2JCfI5ZmkBUVPByLIsHTwMAkwktWkUm-p6uMvXwb_iqAw%3D&xkcb=SoB567M3DIspzoWJaZ0ObzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Associate Data Scientist (AdTech Platform),Sigma Software,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=982b3ea175ec3944&bb=ShWK6QxDIcstt7tzpVQqnOqn5jXJBSeTanivU05Q-33cY_iA6yIfUl2_8ef085yTXJEq7z7p8kX5bHTZ_rAVT4ADWrqjqswhORyBYV4W0Ak%3D&xkcb=SoDk67M3DIspzoWJaZ0NbzkdCdPP&fccid=7ecdf3739745bed2&vjs=3
Analista de Budget,YT Recursos Humanos,"Pouso Alegre, MG",https://br.indeed.com/rc/clk?jk=f7dec005454005f7&bb=ShWK6QxDIcstt7tzpVQqnOJeGWx6DMXb7GJIwf5CCsK1I0XpMf1kIk3OTEb9YUNtniczwJ15DulAFN-dqHautFQirGznNBgWIwJiJ3gEQZE%3D&xkcb=SoBQ67M3DIspzoWJaZ0MbzkdCdPP&fccid=e0f7b59f7784a618&cmp=YT-RECURSOS-HUMANOS&ti=Analista&vjs=3
Desenvolvedor(a) de Software - Inteligência Artificial,Nelogica,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=2058b2fb0c41de64&bb=ShWK6QxDIcstt7tzpVQqnE-GEvmRNiAguU5Qsni1Sax9Lh6Z6pWcCR2NbTnWjwvCfbV2mtIBKNGgJ1MoGrWeqDqkFzmTE7pW6UfRGJv7ojA%3D&xkcb=SoC567M3DIspzoWJaZ0DbzkdCdPP&fccid=77ba1b798934a18f&vjs=3
Analista de dados júnior,Netvagas,"Jundiaí, SP",https://br.indeed.com/rc/clk?jk=f1bad5c2482cdf16&bb=ShWK6QxDIcstt7tzpVQqnMcACLYn3HWXfa1pRfoHfeNbJppjLe4MAqTh22ozcXMm_Y5XpPvIZSTza0qNtx2vB9LErVL3ZpD19UBMvYJxkTk%3D&xkcb=SoAN67M3DIspzoWJaZ0CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
CIENTISTA DE DADOS - RIO DE JANEIRO,OEmprego,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=add9a2df5d2ba606&bb=ShWK6QxDIcstt7tzpVQqnKbDqiVlxRlpSr435L4s5OoAlTDuMihYBH2j_ZS2rzGhQpEeRoKUv1cHsS1jaHehEjUlZP4s8iXW2-Cm_c-gK00%3D&xkcb=SoCQ67M3DIspzoWJaZ0BbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Analista de Segurança da Informação Jr. - Red Team,Banco PAN,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=0443b66993b5ba2d&bb=ShWK6QxDIcstt7tzpVQqnJa_-lGeiQq6a2i3x3W3_1cUfJCut4TeXVQMRZNtLnbia7c7CnyBB0vJTPC9S4zoQQeoAQgAdBp6wShOMcxrw88%3D&xkcb=SoAk67M3DIspzoWJaZ0AbzkdCdPP&fccid=7d14a8179ca0b588&vjs=3
Desenvolvedor de Sistemas,Netvagas,,https://br.indeed.com/rc/clk?jk=8c0489049ff42228&bb=ShWK6QxDIcstt7tzpVQqnLwEclP2shGQOLB3CvECZ_ghA0q6_0MtaTRUdBSTsrQMC8uA_e5fDQYkU7-ZJ7fJPjmBh2u22v5fpuv4DGAu-3M%3D&xkcb=SoCq67M3DIspzoWJaZ0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor de Software Robótico (C++ e Python),Turing.com,,https://br.indeed.com/rc/clk?jk=cce3a670bd32c23c&bb=ShWK6QxDIcstt7tzpVQqnKwVGYkYbCPfGQeQr5Fu4uJpSHk_BRgKixSiDziKltyFGstj_yUHQQ9-kIhzSFbfVUzY_-VPZXueNfD2fTNW7pU%3D&xkcb=SoAe67M3DIspzoWJaZ0GbzkdCdPP&fccid=2d71fc355eaef8f5&cmp=turing&ti=Desenvolvedor+De+Software&vjs=3
Software Engineer - Intern (banco de talentos),Tony Veículos/Oncar,"Home office in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=1dcac529bfd3a7ef&bb=ShWK6QxDIcstt7tzpVQqnOfB4R6y8KQ7TFlntns4Uhu2WjKf-wN_2A1UHqXI1dj58dOEULOik6u-KjpgteO2H6feTVS4oepfqF3NSC54MCo%3D&xkcb=SoCD67M3DIspzoWJaZ0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
V360 - Sales Ops - Júnior,V360,,https://br.indeed.com/rc/clk?jk=392f2c3dcdcb2370&bb=ShWK6QxDIcstt7tzpVQqnNPWjQHs5c8Y6Wd_edqpcgeuZvf9PXeppVDP1P_0kDgglN9Eovx3l7UvLkDlR8PeIisZY89mBVe_tYNn5ZiLgAI%3D&xkcb=SoA367M3DIspzoWJaZ0EbzkdCdPP&fccid=415aeffc7267b54f&vjs=3
Desenvolvedor Full Stack Pleno,Giro.Tech - Infraestrutura para Crédito,,https://br.indeed.com/rc/clk?jk=47d6b7bf5bd4a5e1&bb=ShWK6QxDIcstt7tzpVQqnGlHqTh5-t0-L4RFDZat6wJ876ettdgNEmqPTDUiunD-h5N0tqt0NOVgRe7WdcdRjp1BOdHEUKnW7UyInZ_X3Zo%3D&xkcb=SoAQ67M3DIspzoWJaZ0bbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Site Reliability Engineer (Junior - Mid Level) - Data Platform,Guidewire Software,,https://br.indeed.com/rc/clk?jk=1e4e0f3f54701ab4&bb=viqL7FtrMJGv1BV_kF1QHKGFpiCaS7Fl0KAjsNJQik7N0eorY7bYqd7Sohb7UzJLje0mOWwPO0xDvuojC5T81m2QtEDe45MIAcMjwTtG45M%3D&xkcb=SoAQ67M3DIso9U2xJh0KbzkdCdPP&fccid=be90d89fb010b0bf&vjs=3
Analytics Engineer - Pleno,Cadastra,,https://br.indeed.com/rc/clk?jk=82ce23f1a1f83056&bb=viqL7FtrMJGv1BV_kF1QHN7AJaN_C-fExeJ7h3am2667FG6Hbx6JqsVhZ5rs7sfb5vX728pUNRZnXZoHUsPN4JfU9ZRW2HdMhWU88s_uOp8%3D&xkcb=SoCN67M3DIso9U2xJh0JbzkdCdPP&fccid=599957f551c7eff1&vjs=3
Banco de Talentos - TECNOLOGIA E INOVAÇÃO,Grupo Muffato,"Cambé, PR",https://br.indeed.com/rc/clk?jk=0eb688e9294412ce&bb=viqL7FtrMJGv1BV_kF1QHKGFpiCaS7Fl9BFrYwpLBr_o1wMiMgz8dnA96A4oPhO1VAE4rZUCFIJ4M3Lbj8SS_iUiPQwr4yVXO3oG0ZGmy-s%3D&xkcb=SoA567M3DIso9U2xJh0IbzkdCdPP&fccid=41171fd6bd1765a5&vjs=3
SDE Backend Engineer,OpsBrasil Serviços Cloud LTDA,,https://br.indeed.com/rc/clk?jk=a616df06b9db1b8b&bb=viqL7FtrMJGv1BV_kF1QHAWhEpHDUZGe1OzuUDQidPNknUAIwQyuU32K1Bmzg_GDCmyBo5D14O9MN8InwaVa6_1GtfGyM_NVkNXvdX-zSlE%3D&xkcb=SoC367M3DIso9U2xJh0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Software Tester,MOST Specialist Technologies,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=85c6da9cc29d442d&bb=viqL7FtrMJGv1BV_kF1QHCxNX9_UvWJEERX1PaqP8J30kw3zNHJ-ZF9_OUiJwS2gU9aKwFsvW94p1diyOl3p_uw1PqhUJ9kVsJAhwOdF3Bw%3D&xkcb=SoAD67M3DIso9U2xJh0ObzkdCdPP&fccid=164a79a2d47e57e3&vjs=3
DESENVOLVEDOR WEB E MOBILE,CuattroRH,,https://br.indeed.com/rc/clk?jk=6672028f559100da&bb=viqL7FtrMJGv1BV_kF1QHPMxPsOe462BxvDC2Z7tfXtYyhCWeGKgogNCF5i1MTa4ftbAM2Re0Q9OzwG4ZXfjlHs9n5GPuUkDeJZaRdS5wq4%3D&xkcb=SoCe67M3DIso9U2xJh0NbzkdCdPP&fccid=86e3b9e1e97e2697&vjs=3
Python Developer,Nucleus Health,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=4f9f55b484522848&bb=viqL7FtrMJGv1BV_kF1QHI1BFPfh4oVNmHitgPo7B3SDpAiWcU6qoht9DAmlc0KIrpNLMlWD7gRF-NZ7a8OmpkAFotAfgRFAuwTk5_a4UXU%3D&xkcb=SoAq67M3DIso9U2xJh0MbzkdCdPP&fccid=796221aebe1bd414&cmp=Nucleus-Health&ti=Python+Developer&vjs=3
Analista de People Analytics em Recursos Humanos,ONR,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=53e40a20793468be&bb=viqL7FtrMJGv1BV_kF1QHKsp7RYSIhu3Pc_bIQ_RM3bBAgM8v5Fhg-ADs1yzqNaQjHVkWi69UIXiZkm_DkLcrFzvmjBiDE4CimWdhPqE7vg%3D&xkcb=SoDD67M3DIso9U2xJh0DbzkdCdPP&fccid=4dfe9a90796f754c&vjs=3
Estágio em análise de dados,Netvagas,"Remoto híbrido in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=e1b0e39f262a0d2d&bb=viqL7FtrMJGv1BV_kF1QHBJh2eFoAiaxQlTBi-LoErvXou-MHPS9ERxJA-md7OmvNrNGLChJmbfab50TeS8FJpNUCdD_jurpb2Y7wPFXBug%3D&xkcb=SoB367M3DIso9U2xJh0CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
